cod,Clave,Nombre
10337,V605,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, conductor lesionado en accidente de tránsito"
10332,V600,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, conductor lesionado en accidente no de tránsito"
10335,V603,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, ocupante no especificado de vehículo de transporte pesado lesionado en  accidente no de tránsito"
10340,V609,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10338,V606,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, pasajero lesionado en accidente de tránsito"
10333,V601,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, pasajero lesionado en accidente no de tránsito"
10336,V604,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, persona lesionada al subir o bajar del vehículo"
10334,V602,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, persona que viaja fuera del  vehículo, lesionada en  accidente no de tránsito"
10339,V607,"Ocupante de vehículo de transporte pesado lesionado por colisión con peatón o animal, persona que viaja fuera del  vehículo, lesionada en accidente de tránsito"
10381,V65,Ocupante de vehículo de transporte pesado lesionado por colisión con tren o vehículo de rieles
10351,V62,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas
10357,V625,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, conductor lesionado en accidente de tránsito"
10352,V620,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, conductor lesionado en accidente no de tránsito"
10355,V623,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, ocupante no especificado de vehículo de transporte pesado lesionado en accidente no de tránsito"
10360,V629,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, ocupante no especificado de vehículo de transporte pesado, lesionado en accidente de tránsito"
10358,V626,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, pasajero lesionado en accidente de tránsito"
10353,V621,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, pasajero lesionado en accidente no de tránsito"
10356,V624,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, persona lesionada al subir o bajar del vehículo"
10354,V622,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, persona que viaja  fuera del vehículo, lesionada en accidente no de tránsito"
10359,V627,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de motor de dos o tres ruedas, persona que viaja fuera del  vehículo, lesionada en accidente de tránsito"
10341,V61,Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal
10347,V615,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, conductor lesionado en accidente de tránsito"
10342,V610,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, conductor lesionado en accidente no de tránsito"
10345,V613,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, ocupante no especificado  de vehículo de transporte pesado lesionado en accidente no de tránsito"
10350,V619,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, ocupante no especificado de vehículo  de transporte pesado lesionado en accidente de tránsito"
10348,V616,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, pasajero lesionado en accidente de tránsito"
10343,V611,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, pasajero lesionado en accidente no de tránsito"
10346,V614,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, persona lesionada al subir o bajar del vehículo"
10349,V617,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, persona que viaja fuera del vehículo, lesionada en accidente de tránsito"
10344,V612,"Ocupante de vehículo de transporte pesado lesionado por colisión con vehículo de pedal, persona que viaja fuera del vehículo, lesionada en accidente no de tránsito"
10584,V85,Ocupante de vehículo especial (de motor) para construcción lesionado en accidente de transporte
10574,V84,Ocupante de vehículo especial (de motor) para uso principalmente en agricultura lesionado en accidente de transporte
10564,V83,Ocupante de vehículo especial (de motor) para uso principalmente en plantas industriales lesionado en accidente de transporte
10594,V86,Ocupante de vehículo especial para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de transporte
10124,V392,"Ocupante no especificado de  vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
10524,V792,"Ocupante no especificado de autobús lesionado por colisión con otros vehículos de motor, y con los no especificados en accidente no de tránsito"
10528,V796,"Ocupante no especificado de autobús lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
10228,V496,"Ocupante no especificado de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
10224,V492,"Ocupante no especificado de automóvil lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
10324,V592,"Ocupante no especificado de camioneta o furgoneta lesionado  por colisión con otros vehículos de motor, y con los no especificados, en accidente no de tránsito"
10328,V596,"Ocupante no especificado de camioneta o furgoneta lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
10578,V843,Ocupante no especificado de vehículo agrícola especial lesionado en accidente de tránsito
10583,V849,Ocupante no especificado de vehículo agrícola especial lesionado en accidente no de tránsito
10128,V396,"Ocupante no especificado de vehículo de motor de tres ruedas lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
10424,V692,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados,  en accidente no de tránsito"
10428,V696,"Ocupante no especificado de vehículo de transporte pesado lesionado por colisión con otros vehículos de motor, y con los no especificados, en accidente de tránsito"
10588,V853,Ocupante no especificado de vehículo especial para construcción lesionado en accidente de tránsito
10593,V859,Ocupante no especificado de vehículo especial para construcción lesionado en accidente no de tránsito
10568,V833,Ocupante no especificado de vehículo industrial especial lesionado en accidente de tránsito
10598,V863,Ocupante no especificado de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente de tránsito
10603,V869,Ocupante no especificado de vehículo para todo terreno o de otro vehículo de motor para uso fuera de la carretera lesionado en accidente no de tránsito
10573,V839,Ocupante no especificado del vehículo industrial especial lesionado en accidente no de tránsito
4412,K024,Odontoclasia
5117,L632,Ofiasis
3465,H494,Oftalmoplejía externa progresiva
3481,H512,Oftalmoplejía internuclear
2899,G231,Oftalmoplejía supranuclear progresiva [Steele-Richardson-Olszewski]
3464,H493,Oftalmoplejía total (externa)
6637,O410,Oligohidramnios
6344,N913,Oligomenorrea primaria
6345,N914,Oligomenorrea secundaria
6346,N915,"Oligomenorrea, no especificada"
799,B73,Oncocercosis
7097,P38,Onfalitis del recién nacido con o sin hemorragia leve
5105,L602,Onicogriposis
5104,L601,Onicólisis
7355,Q133,Opacidad corneal congénita
3302,H17,Opacidades y cicatrices corneales
13139,Y369,Operación de guerra no especificada
6807,O834,Operación destructiva para facilitar el parto
13473,Y832,"Operación quirúrgica con anastomosis, derivación o injerto"
13474,Y833,Operación quirúrgica con formación de estoma eterno
13472,Y831,Operación quirúrgica con implante de un dispositivo artificial interno
13471,Y830,Operación quirúrgica con trasplante de un órgano completo
13129,Y36,Operaciones de guerra
13136,Y366,Operaciones de guerra con armas biológicas
13135,Y365,Operaciones de guerra con armas nucleares
13137,Y367,Operaciones de guerra con armas químicas y otras formas de guerra no convencional
13131,Y361,Operaciones de guerra con destrucción de aeronave
13134,Y364,Operaciones de guerra con disparo de arma de fuego y otras formas de guerra convencional
13130,Y360,Operaciones de guerra con Explosión de armamento naval
13133,Y363,Operaciones de guerra con fuego y sustancias incendiarias y calientes
13132,Y362,Operaciones de guerra con otras explosiones y esquirlas
13138,Y368,Operaciones de guerra que ocurren después del cese de hostilidades
9408,T400,Opio
762,B660,Opistorquiasis
5872,M951,Oreja en coliflor
7385,Q175,Oreja prominente
7380,Q170,Oreja supernumeraria
14199,Z949,Órgano o tejido trasplantado no especificado
14189,Z94,Órganos y tejidos trasplantados
2720,F661,Orientación sexual egodistónica
567,B260,Orquitis por parotiditis
6151,N45,Orquitis y epididimitis
6152,N450,"Orquitis, epididimitis y orquiepididimitis con absceso"
6153,N459,"Orquitis, epididimitis y orquiepididimitis sin absceso"
3219,H00,Orzuelo y calacio
